iso2c,country,fpop_rate,pop2000,pop_2000_all_rural,pop_2000_all_semiurban,pop_2000_all_urban,pop2000_flood,pop_2000_flood_rural,pop_2000_flood_semiurban,pop_2000_flood_urban,pop_2000_nonflood_rural,pop_2000_nonflood_semiurban,pop_2000_nonflood_urban,popdelta,pop_delta_all_rural,pop_delta_all_semiurban,pop_delta_all_urban,pdelta_flood,pop_delta_flood_rural,pop_delta_flood_semiurban,pop_delta_flood_urban,pop_delta_nonflood_rural,pop_delta_nonflood_semiurban,pop_delta_nonflood_urban,region,iso3c,bias_factor,hrsl_data,region_mean_bias,region_sd_bias
NS,Suriname,0,457299.8011,157547.8429,105297.2639,194454.6942,0,0,0,0,157547.8429,105297.2639,194454.6942,70586.7364,29532.76489,43319.98274,-2266.011235,0,0,0,0,29532.76489,43319.98274,-2266.011235,South America,SUR,0.251642026,Y,0.586684322,0.260603661
FG,French Guiana,0,157246.5816,34897.43501,76668.44231,45680.70424,0,0,0,0,34897.43501,76668.44231,45680.70424,99237.13846,37576.63705,55544.9819,6115.519507,0,0,0,0,37576.63705,55544.9819,6115.519507,South America,GUF,0.586684322,N,0.586684322,0.260603661
GY,Guyana,0,726124.6782,262654.7217,270156.7881,193313.1684,0,0,0,0,262654.7217,270156.7881,193313.1684,22212.71459,7318.294783,3642.503145,11251.91666,0,0,0,0,7318.294783,3642.503145,11251.91666,South America,GUY,0.687171462,Y,0.586684322,0.260603661
CO,Colombia,0,40401199.94,6673323.394,9780353.586,23947522.96,0,0,0,0,6673323.394,9780353.586,23947522.96,7797402.482,994965.0402,1573929.808,5228507.634,0,0,0,0,994965.0402,1573929.808,5228507.634,South America,COL,0.627158908,Y,0.586684322,0.260603661
PE,Peru,-0.823786067,25954354.08,7187328.86,5760420.752,13006604.47,504.6245556,439.8356495,64.7889061,0,7186889.024,5760355.963,13006604.47,5559659.344,222264.9768,1455617.585,3881776.782,-89.04730479,-83.78279094,-5.26451385,0,222348.7595,1455622.85,3881776.782,South America,PER,0.332691177,Y,0.586684322,0.260603661
BR,Brazil,1.129405743,183988491.2,39699503.67,44739232.57,99549754.98,273.5143145,273.5143145,0,0,39699230.15,44739232.57,99549754.98,33326801.27,4677829.447,8589187.575,20059784.25,55.95424318,55.95424318,0,0,4677773.493,8589187.575,20059784.25,South America,BRA,0.712172813,Y,0.586684322,0.260603661
ES,El Salvador,0,5984522.466,899470.7383,2227410.903,2857640.825,0,0,0,0,899470.7383,2227410.903,2857640.825,328138.1798,122783.8714,120877.2825,84477.0259,0,0,0,0,122783.8714,120877.2825,84477.0259,Central America,SLV,0.257361557,Y,0.38848687,0.267723403
GT,Guatemala,0,12061492.99,1772910.759,5426106.287,4862475.942,0,0,0,0,1772910.759,5426106.287,4862475.942,4779038.391,931100.9337,2363777.368,1484160.09,0,0,0,0,931100.9337,2363777.368,1484160.09,Central America,GTM,0.11493589,Y,0.38848687,0.267723403
PM,Panama,0,3011863.394,991119.5555,738554.1671,1282189.671,0,0,0,0,991119.5555,738554.1671,1282189.671,894491.425,258939.1597,231122.5955,404429.6698,0,0,0,0,258939.1597,231122.5955,404429.6698,Central America,PAN,0.90529717,Y,0.38848687,0.267723403
CS,Costa Rica,0,3977468.139,937500.1566,1031763.788,2008204.194,0,0,0,0,937500.1566,1031763.788,2008204.194,896722.9403,265689.5706,313240.0054,317793.3643,0,0,0,0,265689.5706,313240.0054,317793.3643,Central America,CRI,0.220724656,Y,0.38848687,0.267723403
NU,Nicaragua,0,5148530.341,1098417.861,2043434.15,2006678.331,0,0,0,0,1098417.861,2043434.15,2006678.331,1077935.125,459554.8506,460461.1725,157919.1023,0,0,0,0,459554.8506,460461.1725,157919.1023,Central America,NIC,0.12447439,Y,0.38848687,0.267723403
HO,Honduras,0,6433077.694,3195692.561,1472056.139,1765328.994,0,0,0,0,3195692.561,1472056.139,1765328.994,1889038.134,612192.7809,557772.9377,719072.4152,0,0,0,0,612192.7809,557772.9377,719072.4152,Central America,HND,0.59131987,Y,0.38848687,0.267723403
BH,Belize,0,254462.9265,105489.8153,107372.3899,41600.72133,0,0,0,0,105489.8153,107372.3899,41600.72133,115692.8184,47679.31669,44916.79272,23096.70897,0,0,0,0,47679.31669,44916.79272,23096.70897,Central America,BLZ,0.287892691,Y,0.38848687,0.267723403
CD,Chad,0.868644533,8481508.145,1379675.415,2497503.522,4604329.208,297698.3544,80669.37798,128097.3532,88931.62325,1299006.037,2369406.169,4515397.585,5753105.29,909339.495,1933885.309,2909880.487,175407.3403,62262.4373,81780.8354,31364.0676,847077.0577,1852104.473,2878516.419,Middle Africa,TCD,0.390777885,Y,0.344372894,0.266766557
MI,Malawi,1.541311364,11641927.29,5422302.788,4990800.642,1228823.863,38969.29732,22164.53767,16401.95593,402.8037204,5400138.251,4974398.686,1228421.059,6268496.017,2441290.488,2855817.245,971388.2852,32340.84976,8592.444993,2691.5565,21056.84827,2432698.043,2853125.688,950331.4369,Eastern Africa,MWI,0.222847347,Y,0.658483594,0.779716392
ZA,Zambia,0.799859579,10859842.73,2889299.7,3613323.039,4357219.988,148479.3019,75133.42952,64359.10665,8986.765688,2814166.27,3548963.932,4348233.222,5752124.203,1148374.51,1633512.777,2970236.916,62904.88697,30289.37314,32368.44406,247.0697805,1118085.137,1601144.333,2969989.846,Eastern Africa,ZMB,0.558803932,Y,0.658483594,0.779716392
ZI,Zimbabwe,4.106249515,13235197.51,3557991.424,5035413.237,4641792.849,42292.30342,7967.479003,32606.28571,1718.538709,3550023.945,5002806.952,4640074.311,3290671.162,1367312.66,1100451.25,822907.2526,43177.82219,7606.858879,33925.18672,1645.776587,1359705.801,1066526.063,821261.476,Eastern Africa,ZWE,0.349354889,Y,0.658483594,0.779716392
BC,Botswana,6.297796744,1891185.397,464199.0068,779124.0758,647862.3142,2136.952638,1631.939738,505.0129002,0,462567.0671,778619.0629,647862.3142,568230.4458,270323.015,190935.8122,106971.6187,4043.65347,893.8595536,3149.793916,0,269429.1554,187786.0183,106971.6187,Southern Africa,BWA,0.120949829,Y,0.575561959,0.654721907
WA,Namibia,0.239986208,2054268.136,1361203.653,374189.6263,318874.8565,15116.3522,13830.72758,1285.624618,0,1347372.925,372904.0017,318874.8565,593377.5727,200510.5628,166398.9557,226468.0542,1047.869702,480.6786454,567.1910562,0,200029.8841,165831.7647,226468.0542,Southern Africa,NAM,1.070167973,Y,0.575561959,0.654721907
AO,Angola,1.006396261,15255449.34,4415028.564,3200970.224,7639450.554,25788.51689,24327.94289,1013.47386,447.100145,4390700.621,3199956.75,7639003.453,10098796.1,569064.5516,1784577.935,7745153.612,17180.66543,7480.879227,5004.904377,4694.881823,561583.6724,1779573.031,7740458.73,Middle Africa,AGO,0.786063999,Y,0.344372894,0.266766557
BY,Burundi,9.359870637,6705218.048,1180569.526,3873289.982,1651358.539,436.9107346,250.5538313,167.1150998,19.2418035,1180318.973,3873122.867,1651339.298,4411183.211,562292.5089,2146260.072,1702630.63,2690.32503,1052.675943,1608.375255,29.27383095,561239.833,2144651.697,1702601.356,Eastern Africa,BDI,2.136372304,Y,0.658483594,0.779716392
RW,Rwanda,0.768783744,8058861.122,1250590.223,5465146.764,1343124.135,2548.473549,219.0906146,2329.382934,0,1250371.132,5462817.381,1343124.135,3584854.726,357084.4975,2444275.329,783494.8998,871.5297387,108.525474,763.0042646,0,356975.972,2443512.325,783494.8998,Eastern Africa,RWA,0.249596794,Y,0.658483594,0.779716392
SF,South Africa,1.10103142,51103954.21,13781495.1,13836970.38,23485488.73,116601.8302,19571.43272,6341.489682,90688.90779,13761923.66,13830628.89,23394799.83,10910442.93,642169.1809,2239086.831,8029186.914,27408.98519,1727.614807,2806.528669,22874.84171,640441.566,2236280.302,8006312.072,Southern Africa,ZAF,1.589129034,Y,0.575561959,0.654721907
LT,Lesotho,-1.715824342,2129756.26,971158.9112,873651.5251,284945.8239,761.0410328,761.0410328,0,0,970397.8701,873651.5251,284945.8239,316760.4334,84955.06042,174639.7218,57165.65113,-194.2146215,-194.2146215,0,0,85149.27504,174639.7218,57165.65113,Southern Africa,LSO,0.084262661,Y,0.575561959,0.654721907
WZ,Swaziland,8.304387785,1179715.818,632684.8795,386949.5344,160081.4041,384.6714668,142.0256243,242.6458425,0,632542.8538,386706.8885,160081.4041,251397.0293,154438.7862,58140.53304,38817.71004,680.7385312,41.71246252,639.0260687,0,154397.0737,57501.50697,38817.71004,Southern Africa,SWZ,0.0133003,Y,0.575561959,0.654721907
MF,Mayotte,0,146611.2655,22608.36649,72280.8468,51722.05224,0,0,0,0,22608.36649,72280.8468,51722.05224,86781.09134,11051.41414,42915.14543,32814.53178,0,0,0,0,11051.41414,42915.14543,32814.53178,Eastern Africa,MYT,0.658483594,N,0.658483594,0.779716392
NG,Niger,3.435341243,11534103.73,2581333.542,4555133.65,4397636.539,4800.031283,1517.523124,2682.416827,600.0913315,2579816.019,4552451.233,4397036.448,8910990.356,2060231.957,3524037.986,3326720.413,12739.6082,5212.279245,7177.605777,349.723182,2055019.677,3516860.38,3326370.69,Western Africa,NER,0.212943355,Y,0.266098533,0.206658118
SU,Sudan,0.461839555,28714983.31,4159559.532,8361619.743,16193804.03,262926.6873,28621.23233,134381.944,99923.511,4130938.3,8227237.799,16093880.52,12301268.85,1547494.111,3111489.463,7642285.277,52019.61548,13702.39186,-6006.056024,44323.27964,1533791.719,3117495.519,7597961.997,Northern Africa,SDN,0.642679383,N,0.642679383,0.317874432
LY,Libya,0,6237493.048,899986.3773,1887455.4,3450051.27,0,0,0,0,899986.3773,1887455.4,3450051.27,1104101.243,242236.8506,419749.386,442115.0059,0,0,0,0,242236.8506,419749.386,442115.0059,Northern Africa,LBY,0.642679383,N,0.642679383,0.317874432
TS,Tunisia,2.416720211,11868257.87,1594120.04,4620796.775,5653341.052,22308.06053,8799.695339,5778.082768,7730.282425,1585320.345,4615018.692,5645610.77,1914788.667,291640.2056,413976.5178,1209171.943,8698.053261,1280.753506,5800.254375,1617.04538,290359.4521,408176.2634,1207554.898,Northern Africa,TUN,0.283350543,Y,0.642679383,0.317874432
EG,Egypt,1.423244073,78520630.68,1883122.698,12423885.15,64213622.83,193522.1569,17524.84649,60588.83615,115408.4743,1865597.852,12363296.31,64098214.36,26594178.78,720436.9213,4484429.229,21389312.63,93285.22954,16316.2657,30686.26401,46282.69983,704120.6556,4453742.965,21343029.93,Northern Africa,EGY,1.027521291,Y,0.642679383,0.317874432
ER,Eritrea,2.391496608,3672612.834,469619.1755,1423570.833,1779422.826,831.4487368,64.73970664,265.2123718,501.4966583,469554.4358,1423305.62,1778921.329,1761602.396,287684.3975,712651.697,761266.3011,953.7575565,803.2869492,142.4018707,8.068736518,286881.1106,712509.2952,761258.2324,Eastern Africa,ERI,2.724930036,Y,0.658483594,0.779716392
ET,Ethiopia,1.411904707,67175938.51,10853167.83,26095442.99,30227327.69,267996.4125,40789.23482,53384.10732,173823.0704,10812378.6,26042058.88,30053504.62,33368935.09,3853472.824,14417752.27,15097710,187958.933,10839.73503,128791.6369,48327.56105,3842633.089,14288960.63,15049382.43,Eastern Africa,ETH,0.08316212,Y,0.658483594,0.779716392
DJ,Djibouti,2.120603312,701885.9711,86713.2972,191218.8951,423953.7787,9395.76227,1251.573906,2087.599098,6056.589266,85461.72329,189131.296,417897.1895,168680.6543,62296.01509,82275.91336,24108.72583,4788.39722,-360.1616402,1805.317577,3343.241283,62656.17673,80470.59578,20765.48455,Eastern Africa,DJI,0.40972185,Y,0.658483594,0.779716392
SO,Somalia,1.149322262,7472429.355,1732213.8,3080769.795,2659445.76,186151.8389,32828.74369,150343.1184,2979.976806,1699385.057,2930426.676,2656465.783,3442475.923,1143419.1,1198233.419,1100823.404,98563.98259,25118.47599,69963.8955,3481.611101,1118300.624,1128269.524,1097341.793,Eastern Africa,SOM,0.658483594,N,0.658483594,0.779716392
OD,South Sudan,1.125144736,6959399.068,1292458.71,2720668.852,2946271.506,102730.0981,25277.12559,24038.61247,53414.36008,1267181.584,2696630.24,2892857.146,5749055.195,462979.2417,2117989.885,3168086.069,95484.05038,-6558.290291,31052.43642,70989.90425,469537.532,2086937.449,3097096.164,Northern Africa,SSD,0.642679383,N,0.642679383,0.317874432
KE,Kenya,1.849409776,31048638.43,11802373.68,13531898.75,5714365.995,74837.63873,41639.19037,25242.17547,7956.272891,11760734.49,13506656.58,5706409.722,14978084.74,1565311.879,10044643.03,3368129.828,66767.78188,26686.12905,35384.40836,4697.244465,1538625.75,10009258.62,3363432.583,Eastern Africa,KEN,0.415094512,Y,0.658483594,0.779716392
UG,Uganda,1.336987939,23783253.06,5923922.928,13411838.98,4447491.156,26571.94379,15783.75194,9801.252468,986.9393818,5908139.176,13402037.72,4446504.217,15319373.36,1525661.834,10137042.9,3656668.624,22883.40033,3841.232572,17007.48685,2034.680903,1521820.601,10120035.41,3654633.943,Eastern Africa,UGA,0.406323603,Y,0.658483594,0.779716392
TZ,Tanzania,1.483054436,34073091.19,13830539,14139234.98,6103317.2,202464.0488,122122.2669,58217.51234,22124.26953,13708416.74,14081017.47,6081192.93,19529253.74,2489685.442,11145902.4,5893665.898,172099.3073,42545.50715,95401.56859,34152.23157,2447139.935,11050500.83,5859513.666,Eastern Africa,TZA,0.388810233,Y,0.658483594,0.779716392
MZ,Mozambique,3.599947359,18997685.82,4304260.021,7630870.166,7062555.638,127730.7896,48602.35117,55905.91828,23222.52017,4255657.67,7574964.247,7039333.118,10106419.21,1919499.649,4285407.375,3901512.182,244617.9681,97684.35478,107119.9803,39813.63309,1821815.294,4178287.395,3861698.549,Eastern Africa,MOZ,0.311256931,Y,0.658483594,0.779716392
CN,Comoros,0,513123.0667,78699.97906,168248.2847,266174.803,0,0,0,0,78699.97906,168248.2847,266174.803,221374.8118,44539.95156,82999.00292,93835.85737,0,0,0,0,44539.95156,82999.00292,93835.85737,Eastern Africa,COM,0.658483594,N,0.658483594,0.779716392
MA,Madagascar,2.523311652,16546777.04,7041925.228,7285634.277,2219217.532,250266.6904,58053.79836,59881.62558,132331.2664,6983871.429,7225752.652,2086886.265,8944287.686,2113346.677,4799513.531,2031427.479,341355.0153,41318.36687,128719.5756,171317.0729,2072028.31,4670793.955,1860110.406,Eastern Africa,MDG,0.304012171,Y,0.658483594,0.779716392
CV,Cabo Verde,0,437867.9399,69558.16464,296678.6405,71631.13474,0,0,0,0,69558.16464,296678.6405,71631.13474,63010.6627,1974.837077,21729.35029,39306.47533,0,0,0,0,1974.837077,21729.35029,39306.47533,Western Africa,CPV,0.266098533,N,0.266098533,0.206658118
WI,Western Sahara,12.49646455,334416.0657,59248.81404,238796.0391,36371.21252,4.546028355,4.546028355,0,0,59244.26801,238796.0391,36371.21252,291115.1692,41695.36578,180408.8646,69010.93881,49.4534967,49.4534967,0,0,41645.91228,180408.8646,69010.93881,Northern Africa,ESH,0.642679383,N,0.642679383,0.317874432
MR,Mauritania,2.037789646,2782571.585,978227.676,1129227.868,675116.0408,12320.45496,1297.859045,10999.41308,23.18283463,976929.8169,1118228.455,675092.858,1386415.645,87112.55178,665854.3218,633448.7714,12509.30557,1851.821055,10604.92157,52.5629425,85260.73072,655249.4002,633396.2085,Western Africa,MRT,0.093981435,Y,0.266098533,0.206658118
MO,Morocco,2.544135013,34431738.47,8028148.233,9888289.046,16515301.19,58202.0365,13457.64427,30458.15451,14286.23772,8014690.589,9857830.891,16501014.96,6464929.536,688743.7991,2005694.991,3770490.746,27802.45718,12122.48611,13426.76535,2253.205716,676621.313,1992268.226,3768237.54,Northern Africa,MAR,0.642679383,N,0.642679383,0.317874432
SP,Spain (Canary Is),0.878424921,1839831.541,220474.1402,702129.973,917227.4274,9441.947447,877.4470262,3603.029675,4961.470745,219596.6932,698526.9433,912265.9567,476649.3601,57643.68207,185799.7439,233205.9342,2148.756392,91.95572496,572.1742307,1484.626436,57551.72634,185227.5696,231721.3077,Southern Europe,ESP,0.787808416,Y,0.821498773,0.218724957
PO,Portugal (Madeira Is),-36.20546876,309917.9885,57716.60295,118257.5499,133943.8357,2.09689743,2.09689743,0,0,57714.50605,118257.5499,133943.8357,-3054.638551,-4301.845659,-11358.0589,12605.266,0.748280463,0.748280463,0,0,-4302.59394,-11358.0589,12605.266,Southern Europe,PRT,1.122125444,Y,0.821498773,0.218724957
SP,Spain (Africa),0.447126105,183607.0585,917.9871337,10359.18718,172329.8842,1009.721903,0,446.4285099,563.2933933,917.9871337,9912.758671,171766.5908,39119.95684,364.0374263,935.0935033,37820.82591,96.19240824,0,28.35282733,67.83958091,364.0374263,906.740676,37752.98633,Southern Europe,ESP,0.787808416,Y,0.821498773,0.218724957
AG,Algeria,1.14250363,38224905.33,6237524.955,15674815.12,16312565.26,176182.5743,8793.031365,45400.12139,121989.4216,6228731.924,15629415,16190575.84,10380290.94,1150208.89,3608719.535,5621362.516,54661.76463,8342.412859,49526.51516,-3207.163389,1141866.477,3559193.02,5624569.679,Northern Africa,DZA,0.617166314,Y,0.642679383,0.317874432
ML,Mali,1.361734783,11383702.63,4911694.845,4119899.104,2352108.681,79507.03166,39797.68398,36288.11714,3421.23054,4871897.161,4083610.987,2348687.451,6712603.221,1428469.73,2762950.41,2521183.081,63841.85614,9470.046792,36140.14308,18231.66627,1418999.683,2726810.267,2502951.415,Western Africa,MLI,0.586474719,Y,0.266098533,0.206658118
UV,Burkina Faso,8.833032908,11799960.26,3812347.757,4990374.222,2997238.283,9832.321909,7557.568406,2187.115433,87.63807058,3804790.188,4988187.107,2997150.645,6662576.647,1312385.192,2585307.156,2764884.299,49037.41978,16317.2176,28533.91319,4186.288992,1296067.974,2556773.243,2760698.01,Western Africa,BFA,0.053577893,Y,0.266098533,0.206658118
TO,Togo,1.012273375,4867153.37,851978.9366,1571112.428,2444062.006,59967.90118,14377.9617,38207.5658,7382.373676,837600.9749,1532904.862,2436679.632,2401220.262,473218.6263,507967.0197,1420034.616,29948.4004,10558.32732,18092.48149,1297.591595,462660.299,489874.5383,1418737.024,Western Africa,TGO,0.102177209,Y,0.266098533,0.206658118
GH,Ghana,3.252819347,18980094.9,4073463.334,6788502.316,8118129.253,244994.0135,61060.8942,160530.9757,23402.14357,4012402.44,6627971.34,8094727.109,8681003.518,2004294.241,2120927.052,4555782.225,364491.1344,124982.6807,220340.1702,19168.2836,1879311.56,1900586.882,4536613.941,Western Africa,GHA,0.158403705,Y,0.266098533,0.206658118
IV,Cote d'Ivoire,5.249780134,16627593.28,6090372.093,4805833.138,5731388.052,5320.801413,2819.220197,1507.937105,993.6441116,6087552.873,4804325.201,5730394.408,6248010.731,2807196.374,1574880.988,1865933.369,10496.16234,8177.556627,1980.563867,338.0418439,2799018.817,1572900.424,1865595.327,Western Africa,CIV,0.34095657,Y,0.266098533,0.206658118
GV,Guinea,1.841588816,8951269.562,3535854.372,2805537.139,2609878.052,55817.94277,15375.93844,35665.68317,4776.321151,3520478.433,2769871.456,2605101.731,3837945.229,1225476.852,1133296.747,1479171.63,44073.8137,18142.8634,16869.13467,9061.815634,1207333.988,1116427.613,1470109.814,Western Africa,GIN,0.144155696,Y,0.266098533,0.206658118
SG,Senegal,1.038127416,10126540.97,1242389.258,2095722.091,6788429.621,104402.0905,14285.90611,51050.11584,39066.06851,1228103.351,2044671.975,6749363.552,5406249.891,835318.6446,1232320.849,3338610.397,57862.18735,14366.43069,27249.57106,16246.18561,820952.2139,1205071.278,3322364.212,Western Africa,SEN,0.155736171,Y,0.266098533,0.206658118
GA,"Gambia, The",1.682645586,1264207.59,338224.9804,391767.384,534215.2256,5285.139843,2045.455345,2685.44042,554.2440769,336179.525,389081.9435,533660.9816,782217.5127,162783.8624,213585.2803,405848.37,5502.477496,2478.969192,2701.956333,321.551971,160304.8932,210883.324,405526.818,Western Africa,GMB,0.420860757,Y,0.266098533,0.206658118
PU,Guinea-Bissau,10.97945368,1331132.948,397709.443,480390.492,453033.0132,4444.572149,3712.205243,729.9721491,2.394757271,393997.2378,479660.5198,453030.6185,542219.1319,131426.0737,124123.839,286669.2192,19877.6068,8621.329633,11244.46618,11.81098843,122804.744,112879.3728,286657.4083,Western Africa,GNB,0.006570671,Y,0.266098533,0.206658118
SL,Sierra Leone,0.943399401,4026613.867,1532644.003,1375367.468,1118602.395,45093.63002,18454.77663,22529.84882,4109.004577,1514189.227,1352837.62,1114493.391,2411609.558,867780.2279,767465.0355,776364.2945,25478.73167,12687.7818,11679.69662,1111.253251,855092.4461,755785.3389,775253.0413,Western Africa,SLE,0.711446746,Y,0.266098533,0.206658118
LI,Liberia,1.248447527,2892476.427,1401531.372,650958.2869,839986.7676,6960.859118,1565.16288,121.7224595,5273.973779,1399966.209,650836.5645,834712.7938,1608944.299,657093.2165,268007.3156,683843.7671,4833.974094,408.4536254,73.8371593,4351.683309,656684.7629,267933.4784,679492.0838,Western Africa,LBR,0.490910799,Y,0.266098533,0.206658118
BN,Benin,3.248638737,6961331.252,1075607.38,2895231.41,2990492.461,53310.22659,5057.926274,27893.39346,20358.90686,1070549.454,2867338.016,2970133.554,3956069.087,919285.5626,1555653.562,1481129.962,98420.03483,19054.77188,55069.88458,24295.37836,900230.7908,1500583.678,1456834.584,Western Africa,BEN,0.394841251,Y,0.266098533,0.206658118
NI,Nigeria,2.567206967,124492501.1,14924642.15,42729242.46,66838616.53,1270868.131,210572.2189,773986.1422,286309.7696,14714069.93,41955256.32,66552306.76,60100492.71,11166940.38,20862789.87,28070762.46,1575056.77,355610.4664,1017043.627,202402.677,10811329.91,19845746.24,27868359.78,Western Africa,NGA,0.118441017,Y,0.266098533,0.206658118
CM,Cameroon,1.777123695,15871036.88,3005804.412,4680265.739,8184966.727,155004.8064,37798.05995,35073.47753,82133.26895,2968006.352,4645192.261,8102833.458,7314129.378,1396642.693,1430721.371,4486765.314,126946.333,37651.99974,44483.84444,44810.48878,1358990.693,1386237.527,4441954.825,Middle Africa,CMR,0.211001084,Y,0.344372894,0.266766557
EK,Equatorial Guinea,0,517320.4433,243304.9696,103445.3217,170570.1521,0,0,0,0,243304.9696,103445.3217,170570.1521,300411.2602,77695.48935,38099.0236,184616.7472,0,0,0,0,77695.48935,38099.0236,184616.7472,Middle Africa,GNQ,0.344372894,N,0.344372894,0.266766557
TP,Sao Tome & Principe,0,125728.3103,24650.57622,17736.30216,83341.43197,0,0,0,0,24650.57622,17736.30216,83341.43197,50336.49406,11840.38938,8684.942959,29811.16172,0,0,0,0,11840.38938,8684.942959,29811.16172,Middle Africa,STP,0.344372894,N,0.344372894,0.266766557
GB,Gabon,0,1219002.915,344242.1614,274020.3931,600740.3603,0,0,0,0,344242.1614,274020.3931,600740.3603,488276.4182,147256.464,124569.3777,216450.5764,0,0,0,0,147256.464,124569.3777,216450.5764,Middle Africa,GAB,0.344372894,N,0.344372894,0.266766557
CF,Rep of the Congo,14.62075085,3092225.651,656877.8558,336626.2159,2098721.579,3733.046193,561.3768277,4.272495802,3167.39687,656316.479,336621.9434,2095554.183,1556276.377,461604.6618,324258.23,770413.485,27469.36291,2736.18954,610.4641874,24122.70918,458868.4722,323647.7658,746290.7758,Middle Africa,COG,0.121399869,Y,0.344372894,0.266766557
CT,Central African Rep,4.046309119,3777797.983,1283325.792,1666448.707,828023.4841,40307.69917,1782.298326,796.6618047,37728.73904,1281543.493,1665652.045,790294.745,1225873.295,463232.9588,447002.0264,315638.3101,52924.15351,5134.211516,361.8386835,47428.10331,458098.7473,446640.1877,268210.2068,Middle Africa,CAF,0.017953012,Y,0.344372894,0.266766557
CG,Dem Rep of the Congo,2.597448191,48343064.11,13182432.09,14108228.5,21052403.53,44010.64888,16782.30001,15124.95358,12103.39529,13165649.79,14093103.54,21040300.13,29404099.82,7731814.963,8952654.593,12719630.27,69530.98476,33130.11544,19627.17641,16773.69291,7698684.848,8933027.417,12702856.57,Middle Africa,COD,0.539041516,Y,0.344372894,0.266766557
HK,Hong Kong,1.201025693,5945602.73,30318.19734,145055.3222,5770229.211,1009211.39,1781.456273,12308.0396,995121.8937,28536.74107,132747.2826,4775107.317,479895.9042,3693.39274,7915.404796,468287.1067,97833.05094,197.4795169,2781.215713,94854.35571,3495.913223,5134.189083,373432.751,Eastern Asia,HKG,1.068645657,Y,0.881234477,0.208804297
MC,Macau,0.904297051,383380.7096,0.810397471,0,383379.8992,232979.9663,0.810397471,0,232979.1559,0,0,150400.7433,106413.503,0.892090363,0,106412.6109,58478.49347,0.892090363,0,58477.60138,0,0,47935.00951,Eastern Asia,MAC,0.964472402,Y,0.881234477,0.208804297
TW,Taiwan,1.671919369,23904263.89,1167838.641,4361829.191,18374596.05,26204.9316,9338.009849,10948.35605,5918.565697,1158500.631,4350880.835,18368677.49,1581967.726,37458.80364,-48607.48069,1593116.403,2899.48325,1266.288257,1596.427247,36.76774539,36192.51538,-50203.90794,1593079.635,Eastern Asia,TWN,1.209786026,Y,0.881234477,0.208804297
JA,Japan,9.853491887,151281040.1,12528206.96,34852282.75,103900550.4,250325.3316,6751.456329,20813.17441,222760.7009,12521455.5,34831469.58,103677789.7,846010.0071,-254168.5422,-1106427.198,2206605.748,13793.8647,-345.8502561,2454.742154,11684.97281,-253822.692,-1108881.94,2194920.775,Eastern Asia,JPN,0.772993492,Y,0.881234477,0.208804297
KS,"Korea, South",1.09838826,56424499.73,4254402.775,7976805.071,44193291.89,17289.28688,2777.285386,8823.105377,5688.896115,4251625.49,7967981.966,44187602.99,5174398.231,-233712.9208,1130615.364,4277495.787,1741.506482,-176.6270833,3216.041315,-1297.90775,-233536.2937,1127399.323,4278793.695,Eastern Asia,KOR,0.810885385,Y,0.881234477,0.208804297
KN,"Korea, North",1.698226525,29316849.14,3530986.077,11576063.13,14209799.93,109666.1688,8276.899065,13323.63011,88065.63965,3522709.178,11562739.5,14121734.29,2899168.925,785571.2262,1194794.357,918803.3417,18417.23885,4221.895849,5271.275568,8924.067434,781349.3304,1189523.081,909879.2743,Eastern Asia,PRK,0.881234477,N,0.881234477,0.208804297
UU,Korean Is. (UN Jurisdiction),0,9277.722373,9277.722373,0,0,0,0,0,0,9277.722373,0,0,222.0715289,222.0715289,0,0,0,0,0,0,222.0715289,0,0,Eastern Asia,KOR,0.810885385,Y,0.881234477,0.208804297
CH,China,2.054080557,488377873.7,78246488.22,190859434.2,219271951.3,7413338.58,1941528.14,2079756.614,3392053.826,76304960.08,188779677.6,215879897.4,49793995.38,1662057.63,19094213.83,29037723.91,1552573.976,319709.9681,612117.4272,620746.5807,1342347.661,18482096.41,28416977.33,Eastern Asia,CHN,0.881234477,N,0.881234477,0.208804297
CH,China,1.460411834,47105880.15,18923011.46,12994727.47,15188141.22,116022.914,34751.56275,13467.68835,67803.66291,18888259.9,12981259.78,15120337.56,8454010.882,-431485.6327,4808718.363,4076778.152,30409.32585,13023.2085,7136.553147,10249.5642,-444508.8412,4801581.809,4066528.588,Eastern Asia,CHN,0.881234477,N,0.881234477,0.208804297
CH,China,-0.568412554,110800185.9,23296240.93,50175620.29,37328324.71,14094638.19,391785.0325,3257952.436,10444900.73,22904455.9,46917667.85,26883423.99,7318893.747,-1301048.218,4815978.375,3803963.589,-529203.3037,-13923.77186,-401898.3071,-113381.2247,-1287124.446,5217876.683,3917344.814,Eastern Asia,CHN,0.881234477,N,0.881234477,0.208804297
CH,China,-0.178329885,868591314.1,103122274.3,375907953.8,389561085.9,38245749.61,2191454.704,12346152.55,23708142.36,100930819.6,363561801.3,365852943.5,58871237.23,-2432491.071,7230501.057,54073227.24,-462269.2307,346950.4931,67226.07409,-876445.7979,-2779441.564,7163274.983,54949673.04,Eastern Asia,CHN,0.881234477,N,0.881234477,0.208804297
